condition,condition_display,opponent,map,cell_seed,episode_index,episode_seed,return,success,steps,checkpoint
fixed_z2,fixed_z2,OP10,map_b,11000,15,11015,-4.238690858852351,1,163,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,16,11016,-0.7143333822896238,1,109,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,17,11017,-10.118222847260768,1,255,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,18,11018,-1.0675697241676971,1,107,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,19,11019,-3.5270343731099274,1,127,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,20,11020,-1.4101846046396531,1,100,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,21,11021,-5.538783146737842,1,162,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,22,11022,-6.089214491657913,1,175,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,23,11023,-1.5430765685450751,1,106,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b,11000,24,11024,-13.486487754649715,1,306,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,0,11100,-3.02052669681143,1,128,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,1,11101,-4.818092607863946,1,167,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,2,11102,-9.063859643647447,1,219,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,3,11103,-4.736616245645564,1,145,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,4,11104,-2.4509292965522036,1,101,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,5,11105,-8.870434462703997,1,210,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,6,11106,-1.704016729228897,1,116,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,7,11107,-3.9054751036746893,1,113,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,8,11108,-3.3413117746822536,1,112,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,9,11109,-14.83769699127879,1,307,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,10,11110,-8.33907489143894,1,199,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,11,11111,-1.60537009689142,1,86,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,12,11112,-4.540633351105498,1,150,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,13,11113,-3.6953311123070307,1,129,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,14,11114,-1.3509630845219363,1,88,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,15,11115,-10.03828113671625,1,235,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,16,11116,-3.100185423914809,1,129,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,17,11117,-8.481925855507143,1,198,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,18,11118,0.05431184623739682,1,85,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,19,11119,-2.3866457806434482,1,103,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,20,11120,-8.115721521171508,1,187,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,21,11121,-0.2835659065458458,1,83,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,22,11122,-6.784791688900441,1,183,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,23,11123,-13.50458253218676,1,281,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
fixed_z2,fixed_z2,OP10,map_b_split_lane_v2,11100,24,11124,-4.8985074861266185,1,156,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,0,9000,-5.53105297012371,1,165,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,1,9001,-2.1812587163294666,1,106,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,2,9002,-7.2193910408823285,1,190,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,3,9003,-2.005076986097265,1,109,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,4,9004,-1.6779526329482906,1,106,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,5,9005,-1.4408770956506487,1,99,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,6,9006,-11.503905552643118,1,248,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,7,9007,-5.537128264491912,1,181,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,8,9008,-3.2759045748680364,1,136,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,9,9009,-1.033314606291242,1,92,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,10,9010,-2.778937747614691,1,109,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,11,9011,-0.6243579607107677,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,12,9012,-1.0670905582956038,1,85,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,13,9013,-2.499492668051971,1,124,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,14,9014,-4.182295126927784,1,126,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,15,9015,-4.913551476900466,1,145,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,16,9016,-5.409134238288971,1,179,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,17,9017,-2.4216656134231016,1,102,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,18,9018,-6.275016851286637,1,158,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,19,9019,-4.406042169692228,1,158,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,20,9020,-5.749597595073283,0,149,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,21,9021,-2.6289522613224108,1,111,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,22,9022,-3.445728033228079,1,132,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,23,9023,-1.8720584861002862,1,113,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b,9000,24,9024,-4.212658794072922,1,154,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,0,9100,-1.4164040433533955,1,95,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,1,9101,-2.9081389743078034,1,114,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,2,9102,-5.307311571377795,1,144,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,3,9103,-2.3917377503821626,1,112,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,4,9104,-5.845884624228347,1,186,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,5,9105,-5.614772851462476,1,180,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,6,9106,-6.425521065102657,1,163,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,7,9107,-5.514931683719624,1,172,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,8,9108,-2.534935491043143,1,119,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,9,9109,-0.734863045043312,1,77,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,10,9110,0.2986027601000387,1,83,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,11,9111,-0.9206873393850401,1,81,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,12,9112,-0.8126147851871792,1,88,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,13,9113,-3.0414325950841885,1,123,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,14,9114,-1.0059555393236224,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,15,9115,-4.473866533255205,1,135,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,16,9116,-3.802732863725396,1,131,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,17,9117,-2.9389407786366064,1,116,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,18,9118,-1.4180040176725015,1,91,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,19,9119,-9.51052021869691,1,216,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,20,9120,-0.905724085343536,1,95,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,21,9121,-3.424027141853003,1,115,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,22,9122,-0.0810158799868077,1,80,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,23,9123,-5.01097709836904,1,156,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP8,map_b_split_lane_v2,9100,24,9124,-2.015507470263401,1,126,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,0,10000,-0.3087336093012709,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,1,10001,-5.297041417856235,1,143,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,2,10002,-6.092611683008727,1,169,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,3,10003,-3.1806529599125497,1,126,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,4,10004,-1.6916830310365185,1,99,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,5,10005,-0.6471250841859728,1,93,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,6,10006,-3.6803796630119905,1,130,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,7,10007,-9.321019387221895,1,239,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,8,10008,-5.2881000677880365,1,148,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,9,10009,-4.799491675308673,1,145,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,10,10010,-4.261059670476243,1,153,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,11,10011,-3.949296785547631,1,138,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,12,10012,-4.516702651948435,1,166,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,13,10013,-6.140352787129814,1,177,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,14,10014,-3.1058493042655755,1,138,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,15,10015,-3.5272962288872804,1,123,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,16,10016,-0.4843366740969941,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,17,10017,-0.24982206671847962,1,90,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,18,10018,-1.8833863052132074,1,99,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,19,10019,-3.9709532827837393,1,138,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,20,10020,-2.9548293350380845,1,115,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,21,10021,0.11712384084239602,1,78,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,22,10022,-0.9354742091381922,1,89,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,23,10023,-0.8565298197208904,1,97,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b,10000,24,10024,-4.3914590679924,1,142,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,0,10100,-3.5652639391482808,1,130,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,1,10101,-9.462572750926483,1,217,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,2,10102,-1.977176192740444,1,99,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,3,10103,-1.3182034552737605,1,82,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,4,10104,-3.2972542445058934,1,129,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,5,10105,-9.196715901925927,1,200,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,6,10106,-1.5093213283689693,1,93,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,7,10107,-0.026721682428615168,1,85,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,8,10108,-1.2150269264238887,1,81,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,9,10109,-1.6354100048192777,1,93,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,10,10110,-1.650981800921727,1,91,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,11,10111,-0.729068505752366,1,83,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,12,10112,-2.644869945681421,1,117,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,13,10113,-3.152292722777929,1,115,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,14,10114,-1.324754062196007,1,90,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,15,10115,-3.511497545376187,1,123,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
uniform_random_at_router_opportunities,uniform_z,OP9,map_b_split_lane_v2,10100,16,10116,-4.528785795613658,1,142,checkpoints/2v2/final_v6i9-mapaware-router-feedforward-hardpool-refactor-r1-seed1-mechanism_2v2.zip
