scale,style,seed,arm,trace_hash,n_ticks,n_agents,eligible_agent_ticks,E_v,E_x_rmse_cells,E_x_p90_cells,mean_target_endpoint_error_cells,mean_direction_error_degrees,switch_requests,blocked_switch_fraction,mean_decision_lag_ticks,p95_decision_lag_ticks,censored_switch_fraction,stale_target_fraction,semantic_execution_fraction,forced_home_carrying_fraction,tagged_redirect_fraction,macro_early_end_fraction,r_fire_count,r_eligible_ticks,interruption_rate,mean_commit_run_length
2v2,GUARD,19700002,I3_FULL_CURRENT_MACRO,e30f25a87f4c2c36c52b810b281fabb01392e4b0a4181ea63b8b717e66a57fe8,240,2,357,0.28066978732955755,1.1814595751639005,1.7571050847685332,0.5008760938379647,38.587073388102155,151,0.8483318700614574,3.1698564593301435,5.549999999999999,0.6055750658472344,0.2916666666666667,0.9166666666666667,0.0125,0.23125,0.5913461538461539,0,0,0.0,2.3058252427184467
2v2,GUARD,19700002,I3R_FULL_MACRO_INTERRUPTIBLE,e30f25a87f4c2c36c52b810b281fabb01392e4b0a4181ea63b8b717e66a57fe8,240,2,357,0.28066978732955755,1.1814595751639005,1.7571050847685332,0.5008760938379647,38.587073388102155,151,0.8483318700614574,3.1698564593301435,5.549999999999999,0.6055750658472344,0.2916666666666667,0.9166666666666667,0.0125,0.23125,0.5913461538461539,0,0,0.0,2.3058252427184467
2v2,GUARD,19700003,I0_CONTINUOUS_ORACLE,8b3e8477f2db16122a6a67338f6f0fc1e4a91385ea3698d297a900081c911eed,240,2,356,0.0,0.0,0.0,0.0,3.47785593540532e-07,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23541666666666666,0.0,0,0,0.0,0.0
2v2,GUARD,19700003,I1_W50_NO_COMMIT,8b3e8477f2db16122a6a67338f6f0fc1e4a91385ea3698d297a900081c911eed,240,2,356,0.21204801974259468,1.802516747356858,2.1916302994591073,1.935063554572052,29.230516304560282,159,0.8534722222222222,3.5,5.0,0.6201388888888889,0.0,0.0,0.0,0.23541666666666666,0.0,0,0,0.0,0.0
2v2,GUARD,19700003,I2_W50_CURRENT_COMMIT,8b3e8477f2db16122a6a67338f6f0fc1e4a91385ea3698d297a900081c911eed,240,2,356,0.26030683898351903,1.8753945895369635,2.4012937137411603,2.139209232285508,38.87001995982701,159,0.9215277777777777,4.3125,6.875,0.6777777777777778,0.5145833333333333,0.0,0.0,0.23541666666666666,0.0,0,0,0.0,4.0
2v2,GUARD,19700003,I2R_W50_INTERRUPTIBLE_COMMIT,8b3e8477f2db16122a6a67338f6f0fc1e4a91385ea3698d297a900081c911eed,240,2,356,0.26030683898351903,1.8753945895369635,2.4012937137411603,2.139209232285508,38.87001995982701,159,0.9215277777777777,4.3125,6.875,0.6777777777777778,0.5145833333333333,0.0,0.0,0.23541666666666666,0.0,0,0,0.0,4.0
2v2,GUARD,19700003,I3_FULL_CURRENT_MACRO,8b3e8477f2db16122a6a67338f6f0fc1e4a91385ea3698d297a900081c911eed,240,2,356,0.2389532415124735,1.1665828846268322,1.8907948674765236,0.41849080091059376,28.45833069040821,159,0.8381944444444445,4.059451219512195,5.5,0.5909722222222222,0.3104166666666666,0.91875,0.008333333333333333,0.23541666666666666,0.5933014354066986,0,0,0.0,2.2946859903381642
2v2,GUARD,19700003,I3R_FULL_MACRO_INTERRUPTIBLE,8b3e8477f2db16122a6a67338f6f0fc1e4a91385ea3698d297a900081c911eed,240,2,356,0.2389532415124735,1.1665828846268322,1.8907948674765236,0.41849080091059376,28.45833069040821,159,0.8381944444444445,4.059451219512195,5.5,0.5909722222222222,0.3104166666666666,0.91875,0.008333333333333333,0.23541666666666666,0.5933014354066986,0,0,0.0,2.2946859903381642
2v2,GUARD,19700004,I0_CONTINUOUS_ORACLE,0ab87998fecd6091cc00518166c5b8dbdfe576b213a9213e983d09e0b16c5630,240,2,353,0.0,0.0,0.0,0.0,2.593822093297377e-07,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24166666666666667,0.0,0,0,0.0,0.0
2v2,GUARD,19700004,I1_W50_NO_COMMIT,0ab87998fecd6091cc00518166c5b8dbdfe576b213a9213e983d09e0b16c5630,240,2,353,0.2512053356417469,1.6842040044092443,1.8214272557102196,1.976474647724499,27.04962450546808,134,0.8813747228381374,4.004545454545455,5.0,0.4186991869918699,0.0,0.0,0.0,0.24166666666666667,0.0,0,0,0.0,0.0
2v2,GUARD,19700004,I2_W50_CURRENT_COMMIT,0ab87998fecd6091cc00518166c5b8dbdfe576b213a9213e983d09e0b16c5630,240,2,353,0.26364406421493325,1.7321852034427796,2.169117582190095,2.0661395207310966,26.39580489931081,134,0.8691796008869179,4.1276223776223775,5.5,0.3943089430894309,0.4041666666666667,0.0,0.0,0.24166666666666667,0.0,0,0,0.0,4.0
2v2,GUARD,19700004,I2R_W50_INTERRUPTIBLE_COMMIT,0ab87998fecd6091cc00518166c5b8dbdfe576b213a9213e983d09e0b16c5630,240,2,353,0.26364406421493325,1.7321852034427796,2.169117582190095,2.0661395207310966,26.39580489931081,134,0.8691796008869179,4.1276223776223775,5.5,0.3943089430894309,0.4041666666666667,0.0,0.0,0.24166666666666667,0.0,0,0,0.0,4.0
2v2,GUARD,19700004,I3_FULL_CURRENT_MACRO,0ab87998fecd6091cc00518166c5b8dbdfe576b213a9213e983d09e0b16c5630,240,2,353,0.2195558024329688,0.9909292900797049,1.3470008843727388,0.09548345849313276,24.00965424902796,134,0.7269031781226902,4.093889716840536,5.0,0.25203252032520324,0.24375,0.9375,0.0,0.24166666666666667,0.5637254901960784,0,0,0.0,2.366336633663366
2v2,GUARD,19700004,I3R_FULL_MACRO_INTERRUPTIBLE,0ab87998fecd6091cc00518166c5b8dbdfe576b213a9213e983d09e0b16c5630,240,2,353,0.2195558024329688,0.9909292900797049,1.3470008843727388,0.09548345849313276,24.00965424902796,134,0.7269031781226902,4.093889716840536,5.0,0.25203252032520324,0.24375,0.9375,0.0,0.24166666666666667,0.5637254901960784,0,0,0.0,2.366336633663366
2v2,GUARD,19700005,I0_CONTINUOUS_ORACLE,c185da55e70976ccd254065def0c55df5135b48f16b8df08bd931ffe8ad16b13,240,2,357,0.0,0.0,0.0,0.0,3.138822427898731e-07,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,0.0
2v2,GUARD,19700005,I1_W50_NO_COMMIT,c185da55e70976ccd254065def0c55df5135b48f16b8df08bd931ffe8ad16b13,240,2,357,0.22864461648210022,1.7907818354132843,2.009031501694936,1.9702343292521474,33.558475234362355,181,0.8275391956373552,2.857142857142857,4.5,0.6022494887525562,0.0,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,0.0
2v2,GUARD,19700005,I2_W50_CURRENT_COMMIT,c185da55e70976ccd254065def0c55df5135b48f16b8df08bd931ffe8ad16b13,240,2,357,0.26606444612566094,1.8050258301920654,1.970909115692466,2.10226370160493,38.49639641038958,181,0.935412406271302,4.134920634920634,5.5,0.6855828220858895,0.44791666666666663,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,4.0
2v2,GUARD,19700005,I2R_W50_INTERRUPTIBLE_COMMIT,c185da55e70976ccd254065def0c55df5135b48f16b8df08bd931ffe8ad16b13,240,2,357,0.26606444612566094,1.8050258301920654,1.970909115692466,2.10226370160493,38.49639641038958,181,0.935412406271302,4.134920634920634,5.5,0.6855828220858895,0.44791666666666663,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,4.0
2v2,GUARD,19700005,I3_FULL_CURRENT_MACRO,c185da55e70976ccd254065def0c55df5135b48f16b8df08bd931ffe8ad16b13,240,2,357,0.2250206753008941,1.0483135989689882,1.2903723227058248,0.3828172290321526,18.87154456448162,181,0.828050443081118,3.8267973856209148,5.0,0.593558282208589,0.2,0.9270833333333333,0.010416666666666666,0.23333333333333334,0.6095238095238096,0,0,0.0,2.2836538461538463
2v2,GUARD,19700005,I3R_FULL_MACRO_INTERRUPTIBLE,c185da55e70976ccd254065def0c55df5135b48f16b8df08bd931ffe8ad16b13,240,2,357,0.2250206753008941,1.0483135989689882,1.2903723227058248,0.3828172290321526,18.87154456448162,181,0.828050443081118,3.8267973856209148,5.0,0.593558282208589,0.2,0.9270833333333333,0.010416666666666666,0.23333333333333334,0.6095238095238096,0,0,0.0,2.2836538461538463
2v2,GUARD,19700006,I0_CONTINUOUS_ORACLE,831d7a541edb8ac9b69a367a8b1b2d1fc56660e4c6631d4b8a588c06196800d5,240,2,412,0.0,0.0,0.0,0.0,3.024551331770441e-07,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12916666666666668,0.0,0,0,0.0,0.0
2v2,GUARD,19700006,I1_W50_NO_COMMIT,831d7a541edb8ac9b69a367a8b1b2d1fc56660e4c6631d4b8a588c06196800d5,240,2,412,0.36046534504324074,1.7918069811204638,2.2842043146099185,1.880989793851518,36.122113108715254,201,0.7546286443924239,1.0353535353535352,5.0,0.6876463077250479,0.0,0.0,0.0,0.12916666666666668,0.0,0,0,0.0,0.0
2v2,GUARD,19700006,I2_W50_CURRENT_COMMIT,831d7a541edb8ac9b69a367a8b1b2d1fc56660e4c6631d4b8a588c06196800d5,240,2,412,0.48829195541533865,2.0528920551627285,2.9263297244597144,2.2006088062666986,53.36455519016053,201,0.882953819961694,1.7692307692307692,5.875,0.8097999574377528,0.5083333333333333,0.0,0.0,0.12916666666666668,0.0,0,0,0.0,4.0
2v2,GUARD,19700006,I2R_W50_INTERRUPTIBLE_COMMIT,831d7a541edb8ac9b69a367a8b1b2d1fc56660e4c6631d4b8a588c06196800d5,240,2,412,0.48829195541533865,2.0528920551627285,2.9263297244597144,2.2006088062666986,53.36455519016053,201,0.882953819961694,1.7692307692307692,5.875,0.8097999574377528,0.5083333333333333,0.0,0.0,0.12916666666666668,0.0,0,0,0.0,4.0
2v2,GUARD,19700006,I3_FULL_CURRENT_MACRO,831d7a541edb8ac9b69a367a8b1b2d1fc56660e4c6631d4b8a588c06196800d5,240,2,412,0.45354857327460174,1.2955963117412546,1.8634448314841547,0.8340705905798198,56.14599564877554,201,0.8992870823579485,2.482142857142857,5.324999999999999,0.8086826984464779,0.42708333333333337,0.9125,0.20833333333333334,0.12916666666666668,0.41420118343195267,0,0,0.0,2.8502994011976046
2v2,GUARD,19700006,I3R_FULL_MACRO_INTERRUPTIBLE,831d7a541edb8ac9b69a367a8b1b2d1fc56660e4c6631d4b8a588c06196800d5,240,2,412,0.45354857327460174,1.2955963117412546,1.8634448314841547,0.8340705905798198,56.14599564877554,201,0.8992870823579485,2.482142857142857,5.324999999999999,0.8086826984464779,0.42708333333333337,0.9125,0.20833333333333334,0.12916666666666668,0.41420118343195267,0,0,0.0,2.8502994011976046
2v2,GUARD,19700007,I0_CONTINUOUS_ORACLE,2f8d9c524a8a8ebc5dd210552100612a457dea739b61c478e1c35e155e2d4945,240,2,357,0.0,0.0,0.0,0.0,2.9280195410117705e-07,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,0.0
2v2,GUARD,19700007,I1_W50_NO_COMMIT,2f8d9c524a8a8ebc5dd210552100612a457dea739b61c478e1c35e155e2d4945,240,2,357,0.23796511163382017,1.7955398872892077,2.0757607678818357,1.9014261296710488,18.864917652089215,136,0.8281544256120528,3.8722358722358723,5.25,0.5376647834274952,0.0,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,0.0
2v2,GUARD,19700007,I2_W50_CURRENT_COMMIT,2f8d9c524a8a8ebc5dd210552100612a457dea739b61c478e1c35e155e2d4945,240,2,357,0.3405910873205792,1.8812920275744842,2.4164291231692547,2.0424226667326657,29.662237747991448,136,0.8959510357815442,3.964015151515152,5.25,0.5927495291902072,0.49375,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,4.0
2v2,GUARD,19700007,I2R_W50_INTERRUPTIBLE_COMMIT,2f8d9c524a8a8ebc5dd210552100612a457dea739b61c478e1c35e155e2d4945,240,2,357,0.3405910873205792,1.8812920275744842,2.4164291231692547,2.0424226667326657,29.662237747991448,136,0.8959510357815442,3.964015151515152,5.25,0.5927495291902072,0.49375,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,4.0
2v2,GUARD,19700007,I3_FULL_CURRENT_MACRO,2f8d9c524a8a8ebc5dd210552100612a457dea739b61c478e1c35e155e2d4945,240,2,357,0.2999885567625451,1.24224469375019,1.784705590518101,0.3742938115603126,24.74259124667803,136,0.832391713747646,3.9463869463869465,5.75,0.5291902071563088,0.27291666666666664,0.8895833333333334,0.00625,0.23333333333333334,0.6009615384615384,0,0,0.0,2.296116504854369
2v2,GUARD,19700007,I3R_FULL_MACRO_INTERRUPTIBLE,2f8d9c524a8a8ebc5dd210552100612a457dea739b61c478e1c35e155e2d4945,240,2,357,0.2999885567625451,1.24224469375019,1.784705590518101,0.3742938115603126,24.74259124667803,136,0.832391713747646,3.9463869463869465,5.75,0.5291902071563088,0.27291666666666664,0.8895833333333334,0.00625,0.23333333333333334,0.6009615384615384,0,0,0.0,2.296116504854369
2v2,GUARD,19700008,I0_CONTINUOUS_ORACLE,25c990af61ddbfa4dd04e6537bd8c47b27c8c6c8c3281a217d32c90f663760ba,240,2,355,0.0,0.0,0.0,0.0,3.264969779757327e-07,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.0,0,0,0.0,0.0
2v2,GUARD,19700008,I1_W50_NO_COMMIT,25c990af61ddbfa4dd04e6537bd8c47b27c8c6c8c3281a217d32c90f663760ba,240,2,355,0.21514781416592743,1.814547793161836,2.0420597394320312,1.9879896429418067,37.51626393852768,143,0.8708651399491094,3.6153846153846154,5.599999999999998,0.5337150127226463,0.0,0.0,0.0,0.2375,0.0,0,0,0.0,0.0
2v2,GUARD,19700008,I2_W50_CURRENT_COMMIT,25c990af61ddbfa4dd04e6537bd8c47b27c8c6c8c3281a217d32c90f663760ba,240,2,355,0.27606426885167434,1.8444649576374277,2.2436939761446713,2.105395387872474,39.545974175291676,143,0.9239821882951653,4.655555555555556,8.149999999999995,0.5677480916030535,0.5041666666666667,0.0,0.0,0.2375,0.0,0,0,0.0,4.0
2v2,GUARD,19700008,I2R_W50_INTERRUPTIBLE_COMMIT,25c990af61ddbfa4dd04e6537bd8c47b27c8c6c8c3281a217d32c90f663760ba,240,2,355,0.27606426885167434,1.8444649576374277,2.2436939761446713,2.105395387872474,39.545974175291676,143,0.9239821882951653,4.655555555555556,8.149999999999995,0.5677480916030535,0.5041666666666667,0.0,0.0,0.2375,0.0,0,0,0.0,4.0
2v2,GUARD,19700008,I3_FULL_CURRENT_MACRO,25c990af61ddbfa4dd04e6537bd8c47b27c8c6c8c3281a217d32c90f663760ba,240,2,355,0.23231464112183642,1.0345664407903497,1.3947951993435832,0.2315720617758944,33.493392397814034,143,0.912531806615776,4.241830065359477,6.499999999999998,0.5601145038167938,0.3104166666666666,0.95,0.004166666666666667,0.2375,0.5714285714285714,0,0,0.0,2.36318407960199
2v2,GUARD,19700008,I3R_FULL_MACRO_INTERRUPTIBLE,25c990af61ddbfa4dd04e6537bd8c47b27c8c6c8c3281a217d32c90f663760ba,240,2,355,0.23231464112183642,1.0345664407903497,1.3947951993435832,0.2315720617758944,33.493392397814034,143,0.912531806615776,4.241830065359477,6.499999999999998,0.5601145038167938,0.3104166666666666,0.95,0.004166666666666667,0.2375,0.5714285714285714,0,0,0.0,2.36318407960199
2v2,GUARD,19700009,I0_CONTINUOUS_ORACLE,989efd26a1d010b6dee2af49dbc718ea9264e0a683c80679dba8549f06142e10,240,2,357,0.0,0.0,0.0,0.0,3.168584863347569e-07,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23125,0.0,0,0,0.0,0.0
2v2,GUARD,19700009,I1_W50_NO_COMMIT,989efd26a1d010b6dee2af49dbc718ea9264e0a683c80679dba8549f06142e10,240,2,357,0.1903969717888696,1.6960860495266483,1.958997843138132,1.9837278857226803,30.854458868135342,166,0.8539281484405843,4.009740259740259,9.22499999999999,0.58251085669167,0.0,0.0,0.0,0.23125,0.0,0,0,0.0,0.0
2v2,GUARD,19700009,I2_W50_CURRENT_COMMIT,989efd26a1d010b6dee2af49dbc718ea9264e0a683c80679dba8549f06142e10,240,2,357,0.24926835185659835,1.7854175702951864,2.1643527134361076,2.1548812871808467,39.17707874125352,166,0.9135412554283459,3.9789473684210526,5.549999999999999,0.6421239636794315,0.5291666666666667,0.0,0.0,0.23125,0.0,0,0,0.0,4.0
2v2,GUARD,19700009,I2R_W50_INTERRUPTIBLE_COMMIT,989efd26a1d010b6dee2af49dbc718ea9264e0a683c80679dba8549f06142e10,240,2,357,0.24926835185659835,1.7854175702951864,2.1643527134361076,2.1548812871808467,39.17707874125352,166,0.9135412554283459,3.9789473684210526,5.549999999999999,0.6421239636794315,0.5291666666666667,0.0,0.0,0.23125,0.0,0,0,0.0,4.0
2v2,GUARD,19700009,I3_FULL_CURRENT_MACRO,989efd26a1d010b6dee2af49dbc718ea9264e0a683c80679dba8549f06142e10,240,2,357,0.24792437748245483,1.0711799407947953,1.534362308949313,0.3654962806087214,38.26807765804612,166,0.8941966048164232,3.8086124401913874,6.5,0.6127121989735491,0.31875000000000003,0.9375,0.00625,0.23125,0.56,0,0,0.0,2.409090909090909
2v2,GUARD,19700009,I3R_FULL_MACRO_INTERRUPTIBLE,989efd26a1d010b6dee2af49dbc718ea9264e0a683c80679dba8549f06142e10,240,2,357,0.24792437748245483,1.0711799407947953,1.534362308949313,0.3654962806087214,38.26807765804612,166,0.8941966048164232,3.8086124401913874,6.5,0.6127121989735491,0.31875000000000003,0.9375,0.00625,0.23125,0.56,0,0,0.0,2.409090909090909
2v2,GUARD,19700010,I0_CONTINUOUS_ORACLE,fb30fc0e2088daf55f101c487d09fd1c297e8958a81f1db932280911154fc202,240,2,356,0.0,0.0,0.0,0.0,2.7248448535096485e-07,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,0.0
2v2,GUARD,19700010,I1_W50_NO_COMMIT,fb30fc0e2088daf55f101c487d09fd1c297e8958a81f1db932280911154fc202,240,2,356,0.22276293116405038,1.7652594115540112,2.1328750907611855,1.951627256681502,27.76014858745523,121,0.8397435897435898,3.564327485380117,5.449999999999986,0.565883190883191,0.0,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,0.0
2v2,GUARD,19700010,I2_W50_CURRENT_COMMIT,fb30fc0e2088daf55f101c487d09fd1c297e8958a81f1db932280911154fc202,240,2,356,0.26153911136586844,1.8347877333324658,2.542160851800805,2.144575569181721,36.2251211659479,121,0.9245014245014245,3.8977272727272725,6.074999999999999,0.6413817663817664,0.4770833333333333,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,4.0
2v2,GUARD,19700010,I2R_W50_INTERRUPTIBLE_COMMIT,fb30fc0e2088daf55f101c487d09fd1c297e8958a81f1db932280911154fc202,240,2,356,0.26153911136586844,1.8347877333324658,2.542160851800805,2.144575569181721,36.2251211659479,121,0.9245014245014245,3.8977272727272725,6.074999999999999,0.6413817663817664,0.4770833333333333,0.0,0.0,0.23333333333333334,0.0,0,0,0.0,4.0
2v2,GUARD,19700010,I3_FULL_CURRENT_MACRO,fb30fc0e2088daf55f101c487d09fd1c297e8958a81f1db932280911154fc202,240,2,356,0.24928783737786048,1.0871711755381555,1.7639499740372044,0.4435599344419928,28.57607208712584,121,0.8782051282051282,3.9791666666666665,6.249999999999998,0.5811965811965812,0.3229166666666667,0.9291666666666667,0.008333333333333333,0.23333333333333334,0.5643564356435643,0,0,0.0,2.375
2v2,GUARD,19700010,I3R_FULL_MACRO_INTERRUPTIBLE,fb30fc0e2088daf55f101c487d09fd1c297e8958a81f1db932280911154fc202,240,2,356,0.24928783737786048,1.0871711755381555,1.7639499740372044,0.4435599344419928,28.57607208712584,121,0.8782051282051282,3.9791666666666665,6.249999999999998,0.5811965811965812,0.3229166666666667,0.9291666666666667,0.008333333333333333,0.23333333333333334,0.5643564356435643,0,0,0.0,2.375
2v2,GUARD,19700011,I0_CONTINUOUS_ORACLE,cbd62d9ede95c62e090d18a6cf47ab81c92274d7b187d06738b971759b13673c,240,2,359,0.0,0.0,0.0,0.0,2.876835903844739e-07,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22916666666666666,0.0,0,0,0.0,0.0
2v2,GUARD,19700011,I1_W50_NO_COMMIT,cbd62d9ede95c62e090d18a6cf47ab81c92274d7b187d06738b971759b13673c,240,2,359,0.27976190337586415,1.8869118444495836,2.208959852496715,1.9193400349399434,27.76895469873153,128,0.7843434343434343,3.0215384615384617,5.299999999999997,0.5252525252525253,0.0,0.0,0.0,0.22916666666666666,0.0,0,0,0.0,0.0
2v2,GUARD,19700011,I2_W50_CURRENT_COMMIT,cbd62d9ede95c62e090d18a6cf47ab81c92274d7b187d06738b971759b13673c,240,2,359,0.39614442571025354,2.1037361571720012,2.527320241461,2.191572016840845,40.40064973521954,128,0.9262626262626262,3.9444444444444446,6.3,0.6535353535353535,0.5270833333333333,0.0,0.0,0.22916666666666666,0.0,0,0,0.0,4.0
2v2,GUARD,19700011,I2R_W50_INTERRUPTIBLE_COMMIT,cbd62d9ede95c62e090d18a6cf47ab81c92274d7b187d06738b971759b13673c,240,2,359,0.39614442571025354,2.1037361571720012,2.527320241461,2.191572016840845,40.40064973521954,128,0.9262626262626262,3.9444444444444446,6.3,0.6535353535353535,0.5270833333333333,0.0,0.0,0.22916666666666666,0.0,0,0,0.0,4.0
2v2,GUARD,19700011,I3_FULL_CURRENT_MACRO,cbd62d9ede95c62e090d18a6cf47ab81c92274d7b187d06738b971759b13673c,240,2,359,0.28265893205194503,1.220244777647167,1.5798778751641618,0.5165960562109514,33.082941229937376,128,0.8712121212121212,3.4583333333333335,5.524999999999999,0.5848484848484848,0.33125,0.90625,0.016666666666666666,0.22916666666666666,0.5942028985507246,0,0,0.0,2.321951219512195
2v2,GUARD,19700011,I3R_FULL_MACRO_INTERRUPTIBLE,cbd62d9ede95c62e090d18a6cf47ab81c92274d7b187d06738b971759b13673c,240,2,359,0.28265893205194503,1.220244777647167,1.5798778751641618,0.5165960562109514,33.082941229937376,128,0.8712121212121212,3.4583333333333335,5.524999999999999,0.5848484848484848,0.33125,0.90625,0.016666666666666666,0.22916666666666666,0.5942028985507246,0,0,0.0,2.321951219512195
2v2,GUARD,19700012,I0_CONTINUOUS_ORACLE,d8bd1ae4722d193f8bef31d41843e8fbc9a1881e6a73a43f032e959622673536,240,2,462,0.0,0.0,0.0,0.0,2.910114655144689e-07,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0,0,0.0,0.0
2v2,GUARD,19700012,I1_W50_NO_COMMIT,d8bd1ae4722d193f8bef31d41843e8fbc9a1881e6a73a43f032e959622673536,240,2,462,0.47239278702605225,1.9987965174958355,2.753237119790411,1.829161274069211,54.061326628341874,246,0.7504538425334499,0.1662210338680927,0.6999999999999993,0.7234922342499832,0.0,0.0,0.0,0.03333333333333333,0.0,0,0,0.0,0.0
2v2,GUARD,19700012,I2_W50_CURRENT_COMMIT,d8bd1ae4722d193f8bef31d41843e8fbc9a1881e6a73a43f032e959622673536,240,2,462,0.6199682678020934,2.462078956783275,3.5585579367772264,2.2953694533698092,80.78276760823735,246,0.8971626437168023,0.39285714285714285,1.1749999999999998,0.8515094466482889,0.6229166666666667,0.0,0.0,0.03333333333333333,0.0,0,0,0.0,4.0
